ensembl_gene_id	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06
ENSG00000225136	0	0	0	0	0	0
ENSG00000225137	465	507	390	333	187	272
ENSG00000225138	166	192	174	908	447	536
ENSG00000225140	0	0	0	1	1	0
ENSG00000225142	1	0	0	1	0	2
ENSG00000225144	0	0	0	0	0	0
ENSG00000225146	0	0	0	2	0	0
ENSG00000225147	0	0	0	0	0	0
ENSG00000225148	0	0	0	0	0	0
ENSG00000225151	1	1	1	1	0	1
ENSG00000225152	0	0	0	0	0	0
ENSG00000225154	1	0	0	1	0	0
ENSG00000225155	8	4	3	5	3	3
ENSG00000225156	0	0	0	0	0	0
ENSG00000225158	0	0	0	1	0	0
ENSG00000225159	598	931	409	528	349	692
ENSG00000225163	0	2	0	7	3	3
ENSG00000225165	13	9	6	7	10	17
ENSG00000225166	4	6	3	5	8	6
ENSG00000225167	0	0	0	0	0	0
ENSG00000225169	0	0	1	4	0	0
ENSG00000225170	1	0	0	0	0	2
ENSG00000225171	1	0	0	0	0	0
ENSG00000225172	0	0	1	0	0	0
ENSG00000225173	0	0	0	0	0	0
ENSG00000225174	1	0	0	1	0	0
ENSG00000225175	0	0	0	0	0	0
ENSG00000225176	0	0	0	0	2	3
ENSG00000225177	17	13	17	46	32	59
ENSG00000225178	3212	4696	1765	4831	2634	6168
ENSG00000225179	0	0	0	1	0	0
ENSG00000225180	0	0	0	0	0	1
ENSG00000225181	1	0	0	0	0	0
ENSG00000225182	0	0	0	0	0	0
ENSG00000225183	0	0	0	0	1	0
ENSG00000225185	4	0	3	5	0	1
ENSG00000225187	2	0	0	0	0	0
ENSG00000225189	0	0	0	0	0	0
ENSG00000225190	378	532	286	803	389	604
ENSG00000225191	3	0	1	0	1	0
ENSG00000225192	0	0	0	0	0	0
ENSG00000225193	4	5	11	11	13	10
ENSG00000225194	0	0	0	0	0	0
ENSG00000225195	0	0	0	0	0	0
ENSG00000225196	0	1	1	2	1	0
ENSG00000225198	0	0	0	0	0	0
ENSG00000225200	209	288	115	207	135	208
ENSG00000225203	0	0	0	0	0	0
ENSG00000225205	5	1	22	4	0	0
ENSG00000225206	7	3	4	11	12	16
ENSG00000225208	0	0	0	0	0	0
ENSG00000225209	0	0	0	0	0	0
ENSG00000225210	0	0	0	0	0	1
ENSG00000225212	0	0	0	1	1	0
ENSG00000225213	2	2	1	1	0	0
ENSG00000225214	0	0	0	0	0	0
ENSG00000225215	2	3	0	3	2	1
ENSG00000225216	0	0	0	0	0	0
ENSG00000225217	1	0	0	1	0	0
ENSG00000225218	0	0	0	0	0	3
ENSG00000225221	0	0	0	0	0	0
ENSG00000225222	0	0	0	0	0	0
ENSG00000225224	12	13	5	6	8	9
ENSG00000225225	0	0	0	0	0	0
ENSG00000225226	0	0	0	0	0	0
ENSG00000225230	0	0	0	0	0	0
ENSG00000225231	0	0	0	0	0	0
ENSG00000225233	0	0	0	0	0	0
ENSG00000225234	0	0	0	0	0	0
ENSG00000225235	1	2	0	0	1	0
ENSG00000225236	0	0	1	0	2	0
ENSG00000225238	0	0	0	0	0	0
ENSG00000225239	0	0	0	0	0	0
ENSG00000225240	0	0	0	0	0	0
ENSG00000225242	0	0	0	0	0	0
ENSG00000225243	0	0	0	0	0	0
ENSG00000225244	0	0	0	0	0	0
ENSG00000225246	8	11	4	8	6	6
ENSG00000225249	0	1	0	0	0	0
ENSG00000225251	1	0	1	0	0	0
ENSG00000225253	0	0	0	0	1	0
ENSG00000225254	1	1	1	1	2	2
ENSG00000225255	0	0	0	0	0	0
ENSG00000225256	0	0	0	0	0	0
ENSG00000225258	0	0	0	0	0	0
ENSG00000225259	201	227	195	287	155	224
ENSG00000225263	0	0	0	0	0	0
ENSG00000225264	2	6	1	12	14	8
ENSG00000225265	16	10	18	8	3	11
ENSG00000225267	3	11	3	8	2	1
ENSG00000225269	0	0	0	0	0	0
ENSG00000225270	0	0	0	1	0	0
ENSG00000225271	2	0	4	6	5	1
ENSG00000225272	1	0	0	0	1	0
ENSG00000225275	0	0	0	0	0	0
ENSG00000225276	0	0	0	0	0	1
ENSG00000225279	0	0	0	1	0	0
ENSG00000225280	0	0	0	0	0	0
ENSG00000225282	4	2	8	9	9	6
ENSG00000225284	0	0	0	0	0	0
ENSG00000225285	0	0	0	0	0	1
ENSG00000225286	0	0	0	0	0	0
ENSG00000225287	0	0	0	0	0	0
ENSG00000225289	0	0	0	0	0	0
ENSG00000225292	0	0	0	0	0	0
ENSG00000225293	0	0	0	0	0	0
ENSG00000225294	2	4	2	1	0	2
ENSG00000225295	0	0	0	0	0	0
ENSG00000225297	0	0	0	1	0	0
ENSG00000225298	0	0	0	0	0	0
ENSG00000225299	0	0	0	0	0	0
ENSG00000225300	1	0	0	0	0	1
ENSG00000225303	0	0	0	0	0	0
ENSG00000225304	0	0	0	1	0	0
ENSG00000225308	2	8	2	13	14	3
ENSG00000225310	0	0	0	0	0	0
ENSG00000225311	0	0	0	0	0	0
ENSG00000225313	0	0	0	0	0	3
ENSG00000225314	0	1	0	1	1	0
ENSG00000225315	0	0	0	0	0	0
ENSG00000225316	0	0	0	0	0	0
ENSG00000225321	0	0	0	0	0	0
ENSG00000225323	0	0	0	0	0	0
ENSG00000225325	0	0	0	0	0	0
ENSG00000225326	0	0	0	0	0	0
ENSG00000225327	0	0	0	0	0	0
ENSG00000225328	0	0	0	0	1	0
ENSG00000225329	0	0	0	1	0	0
ENSG00000225330	0	0	0	0	0	0
ENSG00000225331	0	0	0	0	0	0
ENSG00000225333	0	0	12	1	6	4
ENSG00000225334	1	0	0	1	0	0
ENSG00000225335	1	3	3	6	3	7
ENSG00000225336	0	1	1	0	1	0
ENSG00000225337	0	0	0	0	0	0
ENSG00000225338	8	2	3	3	3	8
ENSG00000225339	47	62	50	43	38	30
ENSG00000225341	0	0	0	0	0	0
ENSG00000225342	4	1	1	0	1	4
ENSG00000225343	0	0	0	0	0	0
ENSG00000225344	0	0	1	2	2	0
ENSG00000225345	0	0	0	0	0	0
ENSG00000225347	1	2	2	2	0	2
ENSG00000225349	0	0	0	0	0	0
ENSG00000225350	0	0	0	0	0	0
ENSG00000225352	0	0	0	0	0	0
ENSG00000225354	1	0	0	0	0	0
ENSG00000225355	11	16	16	14	17	16
ENSG00000225356	0	0	0	0	0	0
ENSG00000225357	22	25	25	21	20	26
ENSG00000225358	1	1	1	0	3	0
ENSG00000225359	0	0	0	0	0	0
ENSG00000225360	0	0	0	0	0	0
ENSG00000225361	8	0	4	9	2	4
ENSG00000225362	0	0	0	1	0	0
ENSG00000225364	1	0	0	1	0	0
ENSG00000225365	0	0	0	0	0	0
ENSG00000225366	0	0	0	0	0	0
ENSG00000225369	0	0	0	0	0	0
ENSG00000225370	0	0	0	0	0	0
ENSG00000225371	0	0	0	0	0	0
ENSG00000225376	0	0	0	0	0	0
ENSG00000225377	26	26	29	43	26	27
ENSG00000225378	0	0	0	0	0	0
ENSG00000225380	0	0	0	0	0	0
ENSG00000225381	0	0	0	0	0	0
ENSG00000225383	0	0	1	4	0	0
ENSG00000225384	0	0	10	1	13	5
ENSG00000225385	0	0	0	0	0	0
ENSG00000225386	0	0	0	0	0	0
ENSG00000225387	0	0	0	1	0	0
ENSG00000225391	0	0	0	0	0	1
ENSG00000225392	1	1	2	2	0	0
ENSG00000225393	0	0	0	0	0	0
ENSG00000225394	0	0	0	0	0	0
ENSG00000225396	0	0	0	0	0	0
ENSG00000225397	0	0	0	0	0	0
ENSG00000225398	4	3	0	0	1	0
ENSG00000225399	0	0	0	0	0	0
ENSG00000225400	1	0	0	0	0	3
ENSG00000225401	1	1	0	0	0	0
ENSG00000225402	29	35	75	64	82	40
ENSG00000225404	0	0	0	0	0	0
ENSG00000225405	13	25	16	23	21	17
ENSG00000225406	1	0	0	0	0	0
ENSG00000225407	0	0	0	0	1	2
ENSG00000225408	0	0	0	0	0	0
ENSG00000225411	0	0	0	0	0	0
ENSG00000225413	0	0	0	0	0	0
ENSG00000225415	0	0	0	0	0	0
ENSG00000225416	1	1	2	1	0	0
ENSG00000225417	0	0	0	0	0	0
ENSG00000225418	0	0	0	0	0	1
ENSG00000225419	1	1	2	3	1	3
ENSG00000225420	0	0	0	0	0	0
ENSG00000225421	0	0	0	0	0	0
ENSG00000225422	192	207	168	154	80	144
ENSG00000225423	13	9	20	11	12	13
ENSG00000225424	0	0	0	0	0	1
ENSG00000225427	0	0	0	1	0	0
ENSG00000225428	0	0	0	0	0	0
ENSG00000225431	0	0	0	0	0	0
ENSG00000225433	0	0	0	0	0	0
ENSG00000225434	0	0	0	0	0	0
ENSG00000225437	0	0	0	0	0	0
ENSG00000225438	0	0	0	0	0	0
ENSG00000225439	62	88	46	25	11	16
ENSG00000225442	0	0	0	0	0	0
ENSG00000225443	0	0	0	0	0	0
ENSG00000225444	0	0	0	0	0	0
ENSG00000225446	0	0	0	1	0	0
ENSG00000225447	1	0	1	1	0	2
ENSG00000225448	0	0	0	0	0	0
ENSG00000225449	0	0	0	0	0	0
ENSG00000225450	0	1	0	2	0	0
ENSG00000225451	0	0	0	0	0	1
ENSG00000225455	0	0	1	0	1	1
ENSG00000225457	0	0	0	0	0	0
ENSG00000225458	0	0	0	0	0	0
ENSG00000225460	0	0	0	0	0	0
ENSG00000225462	21	52	23	22	27	48
ENSG00000225463	0	0	0	0	0	0
ENSG00000225465	0	0	0	0	0	0
ENSG00000225466	0	0	0	0	0	0
ENSG00000225469	0	0	0	0	0	0
ENSG00000225470	126	140	153	144	157	187
ENSG00000225471	0	0	0	0	0	0
ENSG00000225472	0	0	0	0	0	0
ENSG00000225473	0	0	0	0	0	0
ENSG00000225475	1	3	3	3	1	0
ENSG00000225476	0	0	0	0	0	0
ENSG00000225477	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0
ENSG00000225479	0	0	0	0	0	0
ENSG00000225480	0	0	0	0	0	0
ENSG00000225482	0	0	1	0	0	0
ENSG00000225483	0	0	0	0	0	0
ENSG00000225484	77	97	60	96	79	120
ENSG00000225486	25	21	26	9	23	16
ENSG00000225487	3	2	5	8	4	6
ENSG00000225488	0	0	0	0	0	0
ENSG00000225489	0	1	0	1	0	0
ENSG00000225491	0	0	0	0	0	0
ENSG00000225492	2	8	0	11	0	0
ENSG00000225493	0	0	0	0	0	0
ENSG00000225496	21	37	26	26	30	49
ENSG00000225497	0	0	0	0	0	0
ENSG00000225498	0	0	0	0	1	0
ENSG00000225499	0	0	0	0	0	0
ENSG00000225501	0	0	0	0	0	0
ENSG00000225502	0	0	1	0	0	0
ENSG00000225505	0	0	0	0	0	0
ENSG00000225506	0	0	0	0	0	0
ENSG00000225507	0	0	0	0	0	0
ENSG00000225508	0	0	0	0	0	0
ENSG00000225509	0	0	0	0	0	0
ENSG00000225510	0	6	0	2	1	0
ENSG00000225511	5	14	15	0	2	2
ENSG00000225513	0	0	0	0	0	0
ENSG00000225514	0	0	0	0	0	0
ENSG00000225516	0	0	0	0	0	0
ENSG00000225518	0	1	0	3	1	2
ENSG00000225519	0	0	0	0	0	0
ENSG00000225521	0	0	0	0	0	0
ENSG00000225522	0	0	0	0	0	0
ENSG00000225523	0	0	0	0	0	0
ENSG00000225526	0	0	0	0	0	0
ENSG00000225527	0	0	0	0	0	0
ENSG00000225528	7	9	4	5	6	6
ENSG00000225530	0	0	7	4	2	2
ENSG00000225531	12	11	14	22	22	20
ENSG00000225532	1	0	0	0	0	0
ENSG00000225533	0	1	0	0	0	0
ENSG00000225535	1	2	0	4	2	2
ENSG00000225536	90	87	92	135	133	156
ENSG00000225537	0	0	0	0	0	0
ENSG00000225538	0	0	0	0	0	0
ENSG00000225539	0	0	0	0	0	0
ENSG00000225542	0	0	0	1	0	0
ENSG00000225544	11	11	4	7	8	6
ENSG00000225545	0	0	0	0	0	0
ENSG00000225546	0	0	0	0	1	0
ENSG00000225548	0	0	0	0	0	0
ENSG00000225549	0	1	0	0	0	0
ENSG00000225551	0	0	0	0	0	0
ENSG00000225552	0	0	0	0	0	0
ENSG00000225555	1	1	1	3	1	0
ENSG00000225556	0	2	0	2	0	0
ENSG00000225557	0	0	0	0	0	0
ENSG00000225558	53	42	43	75	57	53
ENSG00000225559	0	0	0	0	0	0
ENSG00000225560	0	0	0	0	0	0
ENSG00000225561	0	0	0	0	0	0
ENSG00000225563	0	0	0	0	0	0
ENSG00000225564	0	0	0	0	0	0
ENSG00000225568	18	27	37	38	55	38
ENSG00000225569	0	0	0	0	0	0
ENSG00000225570	0	0	0	0	0	0
ENSG00000225572	0	0	0	0	0	0
ENSG00000225573	287	459	122	271	117	420
ENSG00000225574	0	0	0	0	0	0
ENSG00000225578	1	0	0	0	0	2
ENSG00000225579	0	0	0	0	0	1
ENSG00000225580	451	506	187	416	164	428
ENSG00000225581	0	0	0	0	0	0
ENSG00000225582	0	0	0	0	0	0
ENSG00000225583	0	0	0	0	0	0
ENSG00000225585	1	1	1	0	0	0
ENSG00000225588	0	0	0	0	0	0
ENSG00000225591	2	5	2	3	4	2
ENSG00000225594	0	0	0	0	0	0
ENSG00000225595	0	0	0	0	0	0
ENSG00000225598	0	0	0	0	0	0
ENSG00000225602	0	0	0	0	0	0
ENSG00000225603	9	18	7	12	14	25
ENSG00000225605	0	0	0	0	0	0
ENSG00000225606	0	0	0	0	0	0
ENSG00000225609	0	0	0	0	0	0
ENSG00000225610	0	1	0	0	0	0
ENSG00000225611	0	0	0	3	4	5
ENSG00000225612	0	0	0	0	0	0
ENSG00000225613	0	0	0	0	0	0
ENSG00000225614	244	295	263	420	214	232
ENSG00000225615	0	0	0	0	0	0
ENSG00000225616	291	269	107	196	97	284
ENSG00000225619	0	0	0	0	0	0
ENSG00000225620	0	0	0	0	0	0
ENSG00000225622	0	0	0	0	0	0
ENSG00000225623	0	0	0	0	0	0
ENSG00000225624	1	0	0	0	0	0
ENSG00000225625	0	0	0	0	0	0
ENSG00000225626	0	0	0	0	0	0
ENSG00000225630	448	583	607	644	507	625
ENSG00000225632	0	0	0	0	0	0
ENSG00000225636	0	0	0	1	0	0
ENSG00000225637	0	2	0	0	1	1
ENSG00000225638	0	0	0	0	0	0
ENSG00000225639	0	1	0	2	0	0
ENSG00000225640	0	0	0	0	0	0
ENSG00000225642	0	0	1	0	1	0
ENSG00000225643	4	11	0	8	8	2
ENSG00000225644	0	0	0	5	2	2
ENSG00000225647	0	0	0	0	0	0
ENSG00000225648	479	514	536	800	461	720
ENSG00000225649	0	1	0	0	0	1
ENSG00000225650	0	0	1	0	0	1
ENSG00000225652	0	0	0	0	0	0
ENSG00000225653	0	0	0	0	0	0
ENSG00000225655	0	1	0	1	0	4
ENSG00000225656	0	0	0	0	0	0
ENSG00000225657	0	0	0	0	0	0
ENSG00000225658	0	0	0	0	0	0
ENSG00000225660	0	0	0	0	0	0
ENSG00000225661	1	0	4	3	4	7
ENSG00000225662	1	5	0	1	0	0
ENSG00000225663	1107	1837	616	1989	848	2042
ENSG00000225664	0	0	0	0	0	0
ENSG00000225665	1	0	3	2	3	1
ENSG00000225669	0	0	0	0	0	0
ENSG00000225670	0	0	1	0	0	0
ENSG00000225671	3	1	9	11	2	6
ENSG00000225672	0	0	0	0	1	0
ENSG00000225673	4	1	11	18	12	6
ENSG00000225674	71	38	139	115	153	109
ENSG00000225675	1	0	0	0	0	0
ENSG00000225676	0	0	5	0	0	0
ENSG00000225678	0	0	0	1	0	2
ENSG00000225680	0	0	0	0	0	0
ENSG00000225681	0	0	0	0	0	0
ENSG00000225683	0	0	0	0	0	0
ENSG00000225684	8	11	5	13	7	10
ENSG00000225685	0	0	0	0	0	0
ENSG00000225689	0	1	0	0	0	0
ENSG00000225690	0	0	0	0	0	0
ENSG00000225693	0	2	0	1	2	1
ENSG00000225695	8	8	12	12	10	8
ENSG00000225697	443	488	476	1192	625	829
ENSG00000225698	0	0	0	0	0	0
ENSG00000225701	0	1	0	0	0	0
ENSG00000225703	0	0	0	0	0	0
ENSG00000225705	0	0	0	0	0	0
ENSG00000225706	0	0	0	0	0	0
ENSG00000225708	0	0	0	0	0	0
ENSG00000225710	0	0	0	0	0	0
ENSG00000225711	0	0	0	0	0	0
ENSG00000225712	3	5	0	5	2	3
ENSG00000225713	0	0	0	0	0	0
ENSG00000225715	2	1	7	5	7	14
ENSG00000225716	0	0	0	0	0	1
ENSG00000225718	0	0	0	0	0	0
ENSG00000225719	0	0	0	0	0	0
ENSG00000225720	0	0	0	0	0	0
ENSG00000225721	3	0	0	4	1	0
ENSG00000225722	0	1	1	0	1	0
ENSG00000225723	0	0	0	0	0	0
ENSG00000225724	0	0	0	0	1	0
ENSG00000225725	0	0	0	0	0	0
ENSG00000225726	0	0	0	0	0	0
ENSG00000225727	0	0	0	0	0	0
ENSG00000225728	0	0	0	0	0	0
ENSG00000225730	0	0	0	0	0	0
ENSG00000225731	0	0	0	0	0	0
ENSG00000225733	891	767	1218	1766	1467	1562
ENSG00000225735	0	0	0	0	0	0
ENSG00000225738	0	0	0	0	0	0
ENSG00000225739	12	22	10	3	3	5
ENSG00000225740	0	0	0	0	0	0
ENSG00000225741	0	0	0	0	0	0
ENSG00000225742	0	0	0	1	1	0
ENSG00000225744	0	0	0	0	0	0
ENSG00000225746	106	107	96	136	74	72
ENSG00000225750	0	0	0	0	1	0
ENSG00000225751	0	0	0	0	0	0
ENSG00000225752	0	0	0	0	0	0
ENSG00000225755	0	0	0	0	0	0
ENSG00000225756	1	4	5	0	0	0
ENSG00000225758	0	0	0	0	0	0
ENSG00000225759	0	0	0	0	0	0
ENSG00000225760	0	1	1	0	1	4
ENSG00000225761	0	0	0	0	0	0
ENSG00000225762	5	7	12	4	3	3
ENSG00000225764	0	0	0	0	0	0
ENSG00000225765	0	0	0	0	0	0
ENSG00000225766	0	0	0	0	2	0
ENSG00000225767	0	0	0	0	0	0
ENSG00000225768	0	0	0	0	0	0
ENSG00000225769	3	4	5	9	7	7
ENSG00000225770	49	49	18	40	22	32
ENSG00000225774	67	95	57	100	47	74
ENSG00000225775	0	0	0	0	0	0
ENSG00000225777	0	0	0	0	0	0
ENSG00000225778	0	0	0	0	1	0
ENSG00000225779	0	0	0	0	0	0
ENSG00000225781	0	0	0	0	0	0
ENSG00000225783	197	177	170	34	15	14
ENSG00000225785	0	0	0	0	0	0
ENSG00000225787	6	14	3	4	11	12
ENSG00000225790	0	0	0	0	0	0
ENSG00000225791	78	75	71	105	78	78
ENSG00000225792	0	0	0	0	2	0
ENSG00000225793	0	0	0	4	1	4
ENSG00000225794	0	3	0	0	2	2
ENSG00000225795	0	0	0	2	0	0
ENSG00000225796	0	0	0	0	0	0
ENSG00000225797	0	0	0	0	0	0
ENSG00000225798	0	0	0	0	0	0
ENSG00000225801	0	0	0	0	0	0
ENSG00000225802	0	0	0	0	0	0
ENSG00000225803	2	1	1	2	1	1
ENSG00000225805	0	0	0	0	0	0
ENSG00000225806	1	1	3	1	1	1
ENSG00000225807	0	0	0	0	0	0
ENSG00000225808	0	1	0	2	0	0
ENSG00000225809	0	0	0	0	0	0
ENSG00000225811	0	0	0	0	0	0
ENSG00000225813	0	0	0	0	0	1
ENSG00000225814	0	0	0	0	1	0
ENSG00000225815	0	0	0	0	0	0
ENSG00000225816	0	0	0	0	0	0
ENSG00000225818	0	0	0	0	0	0
ENSG00000225819	0	0	0	0	0	0
ENSG00000225822	1	0	0	0	0	0
ENSG00000225823	0	0	0	0	0	1
ENSG00000225825	0	0	0	0	0	0
ENSG00000225826	0	0	0	0	0	0
ENSG00000225827	0	0	0	0	0	0
ENSG00000225828	19	28	8	52	17	23
ENSG00000225830	402	397	579	845	562	646
ENSG00000225831	0	0	0	0	0	0
ENSG00000225832	0	0	0	0	0	0
ENSG00000225833	0	0	0	0	0	0
ENSG00000225836	0	0	0	0	0	0
ENSG00000225839	0	0	0	1	1	0
ENSG00000225840	0	0	0	0	3	0
ENSG00000225842	0	0	0	0	1	0
ENSG00000225843	0	0	0	0	0	0
ENSG00000225846	0	0	0	0	0	0
ENSG00000225849	1	0	0	0	0	0
ENSG00000225850	0	0	1	0	1	0
ENSG00000225851	0	0	1	1	0	0
ENSG00000225854	0	0	0	0	0	0
ENSG00000225855	5	6	6	7	5	7
ENSG00000225856	0	0	1	0	0	0
ENSG00000225857	0	0	0	0	0	0
ENSG00000225858	0	1	11	5	2	0
ENSG00000225864	0	0	0	0	0	0
ENSG00000225867	0	0	0	0	0	0
ENSG00000225868	0	0	0	1	0	0
ENSG00000225869	0	0	0	0	0	0
ENSG00000225870	0	0	0	0	0	0
ENSG00000225871	7	10	11	15	9	11
ENSG00000225872	0	0	0	0	0	1
ENSG00000225873	0	0	0	0	0	0
ENSG00000225876	0	0	0	0	0	0
ENSG00000225877	0	0	0	0	0	0
ENSG00000225878	0	0	0	0	0	0
ENSG00000225879	0	0	0	0	1	0
ENSG00000225880	0	3	3	5	1	2
ENSG00000225881	0	0	0	0	0	0
ENSG00000225882	0	0	0	0	0	0
ENSG00000225883	0	0	0	0	0	0
ENSG00000225884	0	1	0	0	0	0
ENSG00000225885	0	0	0	0	0	1
ENSG00000225886	0	0	0	0	0	0
ENSG00000225889	0	0	0	2	0	0
ENSG00000225891	0	0	0	1	0	0
ENSG00000225893	0	0	1	0	0	1
ENSG00000225895	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0
ENSG00000225898	0	0	0	0	0	0
ENSG00000225899	0	0	0	0	0	0
ENSG00000225900	0	0	0	0	0	0
ENSG00000225901	0	1	0	0	0	0
ENSG00000225903	0	0	0	0	0	0
ENSG00000225904	0	0	0	0	0	0
ENSG00000225905	0	0	0	0	0	0
ENSG00000225906	0	0	0	0	0	0
ENSG00000225907	0	0	0	0	0	0
ENSG00000225911	0	0	0	0	0	0
ENSG00000225912	185	239	104	168	102	288
ENSG00000225913	0	0	0	0	0	0
ENSG00000225914	1	0	0	1	3	2
ENSG00000225916	1	3	0	1	0	3
ENSG00000225918	1	1	0	2	2	2
ENSG00000225919	0	0	0	0	0	0
ENSG00000225920	0	0	0	0	0	0
ENSG00000225921	1400	1480	1003	1148	953	1777
ENSG00000225922	0	0	0	0	0	0
ENSG00000225923	0	0	1	0	0	0
ENSG00000225924	0	0	0	0	0	0
ENSG00000225925	0	0	0	0	0	0
ENSG00000225928	0	2	3	1	1	1
ENSG00000225929	0	0	0	1	0	0
ENSG00000225930	0	0	0	0	0	0
ENSG00000225931	0	0	0	0	0	0
ENSG00000225932	0	0	0	0	0	0
ENSG00000225933	0	2	0	0	1	0
ENSG00000225934	0	1	1	0	0	1
ENSG00000225935	0	0	0	0	0	0
ENSG00000225936	0	0	0	0	0	1
ENSG00000225937	0	0	0	0	0	0
ENSG00000225938	0	1	0	5	3	7
ENSG00000225940	0	0	0	0	0	0
ENSG00000225942	0	0	0	0	0	0
ENSG00000225943	0	0	0	0	0	0
ENSG00000225944	0	0	1	0	0	0
ENSG00000225945	0	0	0	1	0	0
ENSG00000225947	0	0	1	1	0	1
ENSG00000225948	0	0	0	0	0	0
ENSG00000225949	0	0	0	0	0	0
ENSG00000225950	0	0	0	0	0	0
ENSG00000225951	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0
ENSG00000225953	19	8	27	12	12	27
ENSG00000225956	0	0	0	0	0	0
ENSG00000225957	0	0	0	0	0	0
ENSG00000225959	0	0	0	0	0	0
ENSG00000225960	0	0	0	0	0	0
ENSG00000225963	0	0	1	0	0	1
ENSG00000225964	1	0	0	0	0	0
ENSG00000225965	0	0	0	0	0	0
ENSG00000225968	11	18	7	28	9	22
ENSG00000225969	32	26	18	24	5	30
ENSG00000225970	0	0	0	0	0	0
ENSG00000225971	1	1	1	4	2	3
ENSG00000225972	15	24	15	20	15	15
ENSG00000225973	114	143	62	94	84	138
ENSG00000225974	0	0	0	0	0	0
ENSG00000225975	8	13	8	16	12	19
ENSG00000225976	0	1	0	0	1	1
ENSG00000225978	5	9	0	3	8	15
ENSG00000225979	0	0	0	0	0	0
ENSG00000225980	0	0	0	0	0	0
ENSG00000225981	0	2	0	0	0	0
ENSG00000225982	0	0	0	0	0	0
ENSG00000225984	0	1	0	0	2	1
ENSG00000225986	0	0	0	0	0	0
ENSG00000225988	0	0	0	0	2	0
ENSG00000225990	0	1	0	0	0	0
ENSG00000225991	0	0	1	0	0	0
ENSG00000225992	0	0	0	0	0	0
ENSG00000225997	0	0	0	1	0	0
ENSG00000225999	0	0	0	0	0	0
ENSG00000226002	0	0	5	1	0	1
ENSG00000226003	0	1	0	0	0	0
ENSG00000226004	0	0	0	0	0	0
ENSG00000226005	0	0	0	0	0	0
ENSG00000226007	0	0	0	0	0	0
ENSG00000226008	0	0	0	0	0	0
ENSG00000226009	3	3	0	0	1	2
ENSG00000226010	0	0	0	0	0	0
ENSG00000226011	0	0	0	0	0	0
ENSG00000226012	0	0	0	0	0	0
ENSG00000226013	0	0	0	0	0	0
ENSG00000226014	0	0	0	0	0	0
ENSG00000226015	129	93	223	258	214	200
ENSG00000226016	0	0	0	0	0	0
ENSG00000226017	0	0	0	0	0	0
ENSG00000226020	0	0	0	0	0	0
ENSG00000226022	0	0	0	0	0	0
ENSG00000226023	0	0	0	0	0	0
ENSG00000226024	0	0	0	0	0	0
ENSG00000226025	0	0	0	0	0	0
ENSG00000226026	0	5	0	0	1	0
ENSG00000226028	0	0	1	0	1	0
ENSG00000226029	2	3	4	8	2	2
ENSG00000226030	0	0	0	0	0	0
ENSG00000226031	0	0	0	1	0	0
ENSG00000226032	0	0	0	0	0	0
ENSG00000226034	0	0	0	0	0	0
ENSG00000226036	0	0	0	0	0	0
ENSG00000226037	0	0	0	0	0	0
ENSG00000226038	0	0	0	0	1	0
ENSG00000226040	0	0	0	0	0	0
ENSG00000226041	0	0	0	0	0	0
ENSG00000226042	0	0	0	0	0	0
ENSG00000226043	0	0	0	0	0	0
ENSG00000226045	1	1	1	5	0	1
ENSG00000226046	0	0	0	0	1	0
ENSG00000226047	0	0	0	0	0	0
ENSG00000226048	0	0	0	0	0	0
ENSG00000226049	100	114	124	163	119	142
ENSG00000226051	0	0	0	0	1	0
ENSG00000226053	0	1	1	1	0	2
ENSG00000226054	117	142	99	103	69	88
ENSG00000226055	1	0	4	2	3	5
ENSG00000226056	0	0	0	0	0	0
ENSG00000226057	0	0	0	0	0	1
ENSG00000226058	0	0	0	0	0	0
ENSG00000226059	0	1	0	0	0	0
ENSG00000226061	0	0	0	0	0	0
ENSG00000226063	0	0	0	0	0	0
ENSG00000226064	0	0	0	0	0	0
ENSG00000226065	0	0	0	0	0	0
ENSG00000226066	0	0	0	0	0	0
ENSG00000226067	1	0	0	4	0	2
ENSG00000226068	1	0	3	0	2	1
ENSG00000226070	0	0	0	0	0	0
ENSG00000226072	0	0	3	0	0	0
ENSG00000226074	0	0	0	0	0	0
ENSG00000226075	0	0	0	0	0	0
ENSG00000226078	0	0	0	0	0	0
ENSG00000226079	0	0	0	1	0	0
ENSG00000226080	4	0	8	4	4	8
ENSG00000226081	4	1	3	3	4	7
ENSG00000226082	0	0	0	3	0	0
ENSG00000226083	0	0	0	0	0	0
ENSG00000226084	542	578	224	518	249	499
ENSG00000226085	80	106	49	124	35	123
ENSG00000226086	36	34	32	76	19	27
ENSG00000226087	0	6	2	0	0	0
ENSG00000226088	0	0	0	0	0	0
ENSG00000226089	0	0	0	0	0	0
ENSG00000226091	0	0	0	0	0	1
ENSG00000226092	0	0	0	0	0	0
ENSG00000226093	0	0	0	0	0	0
ENSG00000226094	0	0	0	0	0	0
ENSG00000226096	0	0	0	0	0	0
ENSG00000226097	0	0	0	0	0	0
ENSG00000226098	31	55	53	34	37	48
ENSG00000226101	0	0	0	0	0	1
ENSG00000226102	0	0	0	0	0	0
ENSG00000226107	0	0	0	1	1	0
