cell_id	sample_id	blinded_cohort	seurat_cluster	n_counts	n_features	percent_mito
cell_00746	sample_04	cohort_gamma	4	7717.0	2405	5.714655954386419
cell_00747	sample_04	cohort_gamma	4	10548.0	2406	1.943496397421312
cell_00748	sample_04	cohort_gamma	1	14058.0	3009	5.519988618580167
cell_00749	sample_02	cohort_alpha	1	16402.0	3397	4.407999024509206
cell_00750	sample_02	cohort_alpha	3	6996.0	2321	0.7575757575757576
cell_00751	sample_02	cohort_alpha	6	2661.0	874	24.163848177376927
cell_00752	sample_02	cohort_alpha	3	35744.0	5135	8.163607878245301
cell_00753	sample_02	cohort_alpha	3	8760.0	2689	3.9497716894977173
cell_00754	sample_02	cohort_alpha	1	6313.0	1465	10.343735149691113
cell_00755	sample_02	cohort_alpha	0	18874.0	4077	6.734131609621702
cell_00756	sample_02	cohort_alpha	0	15097.0	3576	5.888587136517189
cell_00757	sample_02	cohort_alpha	0	9301.0	2954	17.611009568863565
cell_00758	sample_02	cohort_alpha	1	7358.0	2194	6.605055721663495
cell_00759	sample_02	cohort_alpha	0	2021.0	859	7.52102919346858
cell_00760	sample_02	cohort_alpha	4	8336.0	1640	3.874760076775432
cell_00761	sample_02	cohort_alpha	2	3300.0	1294	9.606060606060606
cell_00762	sample_02	cohort_alpha	5	8531.0	2049	10.842808580471223
cell_00763	sample_02	cohort_alpha	3	2016.0	837	12.797619047619047
cell_00764	sample_02	cohort_alpha	0	11242.0	3312	6.457925636007827
cell_00765	sample_02	cohort_alpha	3	3341.0	1423	4.968572283747381
cell_00766	sample_02	cohort_alpha	5	14572.0	2944	9.634916277793028
cell_00767	sample_02	cohort_alpha	7	14934.0	3313	6.689433507432704
cell_00768	sample_02	cohort_alpha	0	14019.0	3263	6.683786290034953
cell_00769	sample_02	cohort_alpha	0	13769.0	3372	5.882780158326676
cell_00770	sample_02	cohort_alpha	3	16383.0	3123	4.980772752243179
cell_00771	sample_02	cohort_alpha	0	9560.0	2829	6.140167364016737
cell_00772	sample_02	cohort_alpha	2	1594.0	637	3.889585947302384
cell_00773	sample_02	cohort_alpha	4	8125.0	2387	6.978461538461539
cell_00774	sample_02	cohort_alpha	1	9582.0	2415	8.098518054685869
cell_00775	sample_02	cohort_alpha	5	12027.0	2498	4.132368836783903
cell_00776	sample_02	cohort_alpha	3	9815.0	2887	6.449312277126847
cell_00777	sample_02	cohort_alpha	0	17500.0	3799	7.137142857142857
cell_00778	sample_02	cohort_alpha	0	12869.0	3197	6.993550392415883
cell_00779	sample_02	cohort_alpha	0	9075.0	2746	4.40771349862259
cell_00780	sample_02	cohort_alpha	0	10872.0	3174	3.991905813097866
cell_00781	sample_02	cohort_alpha	4	11758.0	2918	3.7421330158190167
cell_00782	sample_02	cohort_alpha	3	10491.0	2694	5.376036602802402
cell_00783	sample_02	cohort_alpha	4	10173.0	2678	5.603066941905042
cell_00784	sample_02	cohort_alpha	7	5655.0	2354	5.110521662245801
cell_00785	sample_02	cohort_alpha	6	895.0	465	16.201117318435752
cell_00786	sample_02	cohort_alpha	8	20683.0	4302	5.255523860175023
cell_00787	sample_02	cohort_alpha	5	22539.0	4757	8.567372110563912
cell_00788	sample_02	cohort_alpha	7	17240.0	4205	6.635730858468677
cell_00789	sample_02	cohort_alpha	2	23076.0	4131	12.01681400589357
cell_00790	sample_02	cohort_alpha	5	14178.0	3265	8.72478487797997
cell_00791	sample_02	cohort_alpha	0	12004.0	3214	5.306564478507164
cell_00792	sample_02	cohort_alpha	0	11868.0	3344	6.395348837209303
cell_00793	sample_02	cohort_alpha	0	6082.0	2519	3.1897402170338705
cell_00794	sample_02	cohort_alpha	0	13901.0	3407	5.3161643047262785
cell_00795	sample_02	cohort_alpha	4	8968.0	2609	5.017841213202498
cell_00796	sample_02	cohort_alpha	0	14368.0	3561	6.110801781737194
cell_00797	sample_02	cohort_alpha	0	15238.0	3905	4.547840924005775
cell_00798	sample_02	cohort_alpha	3	8066.0	2131	4.413587899826432
cell_00799	sample_02	cohort_alpha	0	8787.0	2168	7.146921588710595
cell_00800	sample_02	cohort_alpha	0	6814.0	2273	5.297916055180511
cell_00801	sample_02	cohort_alpha	1	10647.0	2449	10.331548793087254
cell_00802	sample_02	cohort_alpha	0	15511.0	3460	4.925536715879054
cell_00803	sample_02	cohort_alpha	3	1437.0	670	1.6701461377870561
cell_00804	sample_02	cohort_alpha	1	8259.0	2174	7.930742220607821
cell_00805	sample_02	cohort_alpha	0	6161.0	2175	7.774711897419249
cell_00806	sample_02	cohort_alpha	0	4355.0	1721	4.753157290470724
cell_00807	sample_02	cohort_alpha	3	10532.0	2982	4.567033801747057
cell_00808	sample_02	cohort_alpha	2	9488.0	2705	5.796795952782462
cell_00809	sample_02	cohort_alpha	2	8132.0	2436	8.275946876537137
cell_00810	sample_02	cohort_alpha	0	14016.0	3353	9.196632420091325
cell_00811	sample_02	cohort_alpha	0	10857.0	3074	5.185594547296675
cell_00812	sample_02	cohort_alpha	0	10768.0	3238	4.531946508172362
cell_00813	sample_02	cohort_alpha	1	8802.0	2383	6.498523062940241
cell_00814	sample_02	cohort_alpha	5	14449.0	2677	8.69956398366669
cell_00815	sample_02	cohort_alpha	0	11127.0	2926	9.355621461310326
cell_00816	sample_02	cohort_alpha	5	23092.0	4401	8.028754547029274
cell_00817	sample_02	cohort_alpha	7	13231.0	3208	6.008616128788451
cell_00818	sample_02	cohort_alpha	0	9897.0	2902	3.081741942002627
cell_00819	sample_02	cohort_alpha	0	13279.0	3098	6.687250545974847
cell_00820	sample_02	cohort_alpha	0	15790.0	3592	8.391386953768208
cell_00821	sample_02	cohort_alpha	0	20308.0	4114	10.055150679535158
cell_00822	sample_02	cohort_alpha	0	14619.0	3463	13.215678226964908
cell_00823	sample_02	cohort_alpha	3	9456.0	1646	4.864636209813875
cell_00824	sample_02	cohort_alpha	0	12689.0	3200	5.280163921506817
cell_00825	sample_02	cohort_alpha	3	10975.0	3010	6.20501138952164
cell_00826	sample_02	cohort_alpha	0	8395.0	2937	4.538415723645027
cell_00827	sample_02	cohort_alpha	0	13612.0	3066	6.6044666470761095
cell_00828	sample_02	cohort_alpha	0	11763.0	3251	6.741477514239564
cell_00829	sample_02	cohort_alpha	5	16291.0	3855	8.102633355840648
cell_00830	sample_02	cohort_alpha	7	15970.0	3912	4.921728240450846
cell_00831	sample_02	cohort_alpha	2	2186.0	775	7.044830741079597
cell_00832	sample_02	cohort_alpha	0	7041.0	2247	8.18065615679591
cell_00833	sample_02	cohort_alpha	0	12299.0	2724	14.960565899666639
cell_00834	sample_02	cohort_alpha	0	8135.0	2572	6.637984019668101
cell_00835	sample_02	cohort_alpha	0	45517.0	6117	5.681393764966936
cell_00836	sample_02	cohort_alpha	2	6909.0	2401	5.601389491967
cell_00837	sample_02	cohort_alpha	0	9707.0	2596	6.850726280004121
cell_00838	sample_02	cohort_alpha	0	12259.0	3234	8.304103107920712
cell_00839	sample_02	cohort_alpha	0	3921.0	1221	6.911502167814334
cell_00840	sample_02	cohort_alpha	0	12884.0	3278	13.217944737659112
cell_00841	sample_02	cohort_alpha	0	13651.0	3267	8.21917808219178
cell_00842	sample_02	cohort_alpha	3	7142.0	2374	7.21086530383646
cell_00843	sample_02	cohort_alpha	0	9596.0	2838	4.501875781575657
cell_00844	sample_02	cohort_alpha	2	926.0	471	0.6479481641468683
cell_00845	sample_02	cohort_alpha	0	6904.0	2179	7.749130938586327
cell_00846	sample_02	cohort_alpha	3	5161.0	1620	5.599689982561519
cell_00847	sample_02	cohort_alpha	0	13727.0	3368	5.551103664311211
cell_00848	sample_02	cohort_alpha	2	1305.0	715	1.1494252873563218
cell_00849	sample_02	cohort_alpha	0	14962.0	3314	5.02606603395268
cell_00850	sample_02	cohort_alpha	0	11903.0	2936	8.888515500294043
cell_00851	sample_02	cohort_alpha	2	7366.0	2209	4.303556882975835
cell_00852	sample_02	cohort_alpha	0	9576.0	3134	4.761904761904762
cell_00853	sample_02	cohort_alpha	1	6930.0	1919	8.10966810966811
cell_00854	sample_02	cohort_alpha	2	14262.0	3000	9.591922591501893
cell_00855	sample_02	cohort_alpha	0	11510.0	2767	5.569070373588184
cell_00856	sample_02	cohort_alpha	6	727.0	396	23.93397524071527
cell_00857	sample_02	cohort_alpha	2	6388.0	2047	7.201001878522229
cell_00858	sample_02	cohort_alpha	0	6775.0	1932	6.583025830258303
cell_00859	sample_02	cohort_alpha	1	3256.0	1404	9.02948402948403
cell_00860	sample_02	cohort_alpha	2	9787.0	2933	7.939102891590887
cell_00861	sample_02	cohort_alpha	5	8167.0	2471	9.036365862617853
cell_00862	sample_02	cohort_alpha	0	9643.0	2532	8.233952089598674
cell_00863	sample_02	cohort_alpha	3	9848.0	2996	7.128350934199837
cell_00864	sample_02	cohort_alpha	2	14913.0	2861	6.0819419298598545
cell_00865	sample_02	cohort_alpha	5	11761.0	2646	6.274976617634555
cell_00866	sample_02	cohort_alpha	2	10961.0	3377	5.556062403065414
cell_00867	sample_02	cohort_alpha	0	9393.0	2991	6.632598743745342
cell_00868	sample_02	cohort_alpha	0	14093.0	3292	7.067338394947846
cell_00869	sample_02	cohort_alpha	0	9409.0	3067	4.548836220639814
cell_00870	sample_02	cohort_alpha	0	15242.0	3377	3.1557538380789922
cell_00871	sample_02	cohort_alpha	0	24741.0	4581	10.407825067701387
cell_00872	sample_02	cohort_alpha	0	7299.0	2442	6.220030141115221
cell_00873	sample_02	cohort_alpha	0	9698.0	3065	4.825737265415549
cell_00874	sample_02	cohort_alpha	3	9257.0	2973	6.557199956789457
cell_00875	sample_02	cohort_alpha	2	15070.0	3382	6.343729263437292
cell_00876	sample_02	cohort_alpha	2	10199.0	2790	4.402392391410922
cell_00877	sample_02	cohort_alpha	3	9127.0	2515	5.445381834118549
cell_00878	sample_02	cohort_alpha	0	12425.0	3295	7.484909456740442
cell_00879	sample_02	cohort_alpha	1	8458.0	2018	6.3371955545046115
cell_00880	sample_02	cohort_alpha	1	13137.0	3033	6.866103372154981
cell_00881	sample_02	cohort_alpha	0	7265.0	2385	13.131452167928423
cell_00882	sample_02	cohort_alpha	0	10063.0	2833	9.679022160389545
cell_00883	sample_02	cohort_alpha	3	11084.0	2699	9.698664741970408
cell_00884	sample_02	cohort_alpha	0	6884.0	1796	7.3503776873910525
cell_00885	sample_02	cohort_alpha	6	1972.0	854	7.606490872210954
cell_00886	sample_02	cohort_alpha	0	7679.0	2454	5.378304466727438
cell_00887	sample_02	cohort_alpha	0	14137.0	3801	5.3193746905284005
cell_00888	sample_02	cohort_alpha	3	9903.0	2917	3.685751792386146
cell_00889	sample_02	cohort_alpha	2	9096.0	2468	6.178540017590149
cell_00890	sample_02	cohort_alpha	0	11797.0	3217	4.79782995676867
cell_00891	sample_02	cohort_alpha	0	15666.0	4019	4.895953019277416
cell_00892	sample_02	cohort_alpha	3	14656.0	3753	7.79203056768559
cell_00893	sample_02	cohort_alpha	0	8591.0	2575	8.602025375392854
cell_00894	sample_02	cohort_alpha	2	15121.0	3474	7.644997024006349
cell_00895	sample_02	cohort_alpha	2	9570.0	2826	5.506792058516197
cell_00896	sample_02	cohort_alpha	0	12635.0	2997	5.706371191135734
cell_00897	sample_02	cohort_alpha	0	11984.0	3518	4.906542056074766
cell_00898	sample_02	cohort_alpha	5	9254.0	2633	10.02809595850443
cell_00899	sample_02	cohort_alpha	5	15316.0	3408	6.431183076521285
cell_00900	sample_02	cohort_alpha	0	13499.0	3076	5.118897696125639
cell_00901	sample_02	cohort_alpha	2	12027.0	2924	4.7559657437432445
cell_00902	sample_02	cohort_alpha	3	9307.0	2724	5.458257225744063
cell_00903	sample_02	cohort_alpha	0	14074.0	3356	5.556345033394913
cell_00904	sample_02	cohort_alpha	0	9681.0	2589	9.916330957545707
cell_00905	sample_02	cohort_alpha	0	4079.0	1655	3.726403530277029
cell_00906	sample_02	cohort_alpha	0	12633.0	3094	10.607140030079949
cell_00907	sample_02	cohort_alpha	4	12876.0	2655	7.642124883504193
cell_00908	sample_02	cohort_alpha	5	16321.0	2864	8.179645855033392
cell_00909	sample_02	cohort_alpha	0	6048.0	1895	6.597222222222222
cell_00910	sample_02	cohort_alpha	0	9515.0	2653	8.092485549132949
cell_00911	sample_02	cohort_alpha	2	12796.0	3181	6.619256017505471
cell_00912	sample_02	cohort_alpha	1	9089.0	2553	7.888656617889757
cell_00913	sample_02	cohort_alpha	1	8050.0	2161	5.614906832298137
cell_00914	sample_02	cohort_alpha	3	9161.0	2530	4.169850453007314
cell_00915	sample_02	cohort_alpha	3	15334.0	3238	5.262814660232164
cell_00916	sample_02	cohort_alpha	0	9676.0	3139	4.6300124018189335
cell_00917	sample_02	cohort_alpha	0	11355.0	2592	5.433729634522237
cell_00918	sample_02	cohort_alpha	5	12179.0	2731	7.742836029230643
cell_00919	sample_02	cohort_alpha	0	13898.0	2964	15.325946179306374
cell_00920	sample_02	cohort_alpha	0	11068.0	2824	4.924105529454283
cell_00921	sample_02	cohort_alpha	0	14033.0	2969	7.517993301503599
cell_00922	sample_02	cohort_alpha	0	9974.0	3322	5.594545819129737
cell_00923	sample_02	cohort_alpha	1	8730.0	2292	6.987399770904926
cell_00924	sample_02	cohort_alpha	0	11109.0	3013	7.291385363219012
cell_00925	sample_02	cohort_alpha	0	14792.0	3479	10.74905354245538
cell_00926	sample_02	cohort_alpha	1	4403.0	1251	7.267771973654328
cell_00927	sample_01	cohort_alpha	3	17109.0	3427	4.342743585247531
cell_00928	sample_01	cohort_alpha	0	21360.0	4349	10.529026217228465
cell_00929	sample_01	cohort_alpha	0	10209.0	2714	21.148006660789502
cell_00930	sample_01	cohort_alpha	0	12375.0	3029	7.458585858585859
cell_00931	sample_01	cohort_alpha	2	13835.0	3126	12.967112396096855
cell_00932	sample_01	cohort_alpha	0	12551.0	3587	6.222611744084137
cell_00933	sample_01	cohort_alpha	0	13826.0	3699	6.299725155504123
cell_00934	sample_01	cohort_alpha	0	16589.0	4116	5.618180722165291
cell_00935	sample_01	cohort_alpha	0	18015.0	4151	5.528726061615321
cell_00936	sample_01	cohort_alpha	7	28031.0	5550	9.839106703292783
cell_00937	sample_01	cohort_alpha	1	18688.0	3723	8.754280821917808
cell_00938	sample_01	cohort_alpha	0	14325.0	3794	2.980802792321117
cell_00939	sample_01	cohort_alpha	3	9548.0	3016	5.6870548806032675
cell_00940	sample_01	cohort_alpha	3	8977.0	2419	7.185028405926255
cell_00941	sample_01	cohort_alpha	0	16527.0	4163	8.047437526471835
cell_00942	sample_01	cohort_alpha	5	23207.0	4602	6.877235316930237
cell_00943	sample_01	cohort_alpha	1	11556.0	2922	7.199723087573555
cell_00944	sample_01	cohort_alpha	1	14804.0	3313	7.579032693866522
cell_00945	sample_01	cohort_alpha	5	29941.0	4281	7.865468755218597
cell_00946	sample_01	cohort_alpha	3	12291.0	2969	5.638271906272883
cell_00947	sample_01	cohort_alpha	0	16645.0	4050	10.267347551817362
cell_00948	sample_01	cohort_alpha	0	12662.0	3283	5.31511609540357
cell_00949	sample_01	cohort_alpha	0	12404.0	3413	6.973556917123508
cell_00950	sample_01	cohort_alpha	7	10104.0	3233	4.245843230403801
cell_00951	sample_01	cohort_alpha	0	14484.0	3592	8.44380005523336
cell_00952	sample_01	cohort_alpha	0	17410.0	4111	7.070649052268811
cell_00953	sample_01	cohort_alpha	0	17119.0	4268	6.86956013785852
cell_00954	sample_01	cohort_alpha	8	6168.0	2502	3.1776913099870296
cell_00955	sample_01	cohort_alpha	3	14765.0	3107	9.292245174398916
cell_00956	sample_01	cohort_alpha	0	13673.0	3605	6.12886711036349
cell_00957	sample_01	cohort_alpha	0	13715.0	3764	4.950783813343055
cell_00958	sample_01	cohort_alpha	1	10245.0	2514	6.881405563689605
cell_00959	sample_01	cohort_alpha	1	15786.0	3340	7.151906752818954
cell_00960	sample_01	cohort_alpha	1	9482.0	2578	7.308584686774942
cell_00961	sample_01	cohort_alpha	0	27872.0	5442	5.625717566016074
cell_00962	sample_01	cohort_alpha	5	23495.0	4714	6.703553947648436
cell_00963	sample_01	cohort_alpha	0	19335.0	4560	9.014740108611328
cell_00964	sample_01	cohort_alpha	5	14032.0	2848	10.269384264538198
cell_00965	sample_01	cohort_alpha	7	16107.0	4091	6.798286459303409
cell_00966	sample_01	cohort_alpha	0	7873.0	2238	9.907278038867014
cell_00967	sample_01	cohort_alpha	1	7225.0	2143	5.038062283737024
cell_00968	sample_01	cohort_alpha	0	14964.0	2936	4.804865009355788
cell_00969	sample_01	cohort_alpha	7	18032.0	4627	8.30745341614907
cell_00970	sample_01	cohort_alpha	5	16102.0	3811	10.849583902620791
cell_00971	sample_01	cohort_alpha	0	10868.0	2943	7.9775487670224505
cell_00972	sample_01	cohort_alpha	7	20875.0	4066	5.892215568862276
cell_00973	sample_01	cohort_alpha	3	15800.0	3000	5.7405063291139244
cell_00974	sample_01	cohort_alpha	3	10986.0	2484	3.8594574913526305
cell_00975	sample_01	cohort_alpha	8	27097.0	5295	8.122670406318043
cell_00976	sample_01	cohort_alpha	7	25543.0	5219	8.103981521356145
cell_00977	sample_01	cohort_alpha	5	18954.0	3788	24.22707607892793
cell_00978	sample_01	cohort_alpha	0	16345.0	3526	8.534720097889263
cell_00979	sample_01	cohort_alpha	3	8795.0	1802	2.89937464468448
cell_00980	sample_01	cohort_alpha	0	11954.0	3508	6.784339969884558
cell_00981	sample_01	cohort_alpha	5	20553.0	3064	4.884931640149857
cell_00982	sample_01	cohort_alpha	0	21508.0	4443	8.42477217779431
cell_00983	sample_01	cohort_alpha	5	10116.0	2546	7.127323052589957
cell_00984	sample_01	cohort_alpha	2	15951.0	3865	10.218795059870853
cell_00985	sample_01	cohort_alpha	0	14216.0	3247	7.41418120427687
cell_00986	sample_01	cohort_alpha	2	17286.0	4211	7.023024412819623
cell_00987	sample_01	cohort_alpha	2	17444.0	3510	10.060765879385462
cell_00988	sample_01	cohort_alpha	5	18688.0	3637	7.4539811643835625
cell_00989	sample_01	cohort_alpha	2	13096.0	3453	5.543677458766036
cell_00990	sample_01	cohort_alpha	0	13595.0	3558	5.001838911364472
cell_00991	sample_01	cohort_alpha	1	6514.0	1954	9.517961314092723
cell_00992	sample_01	cohort_alpha	7	19300.0	4014	7.575129533678757
cell_00993	sample_01	cohort_alpha	0	15886.0	3776	7.207604179780939
cell_00994	sample_01	cohort_alpha	0	26089.0	5081	7.209935221740964
cell_00995	sample_01	cohort_alpha	1	15962.0	3030	21.745395313870443
cell_00996	sample_01	cohort_alpha	0	14688.0	3733	11.240468409586056
cell_00997	sample_01	cohort_alpha	5	13446.0	3003	13.163766175814368
cell_00998	sample_01	cohort_alpha	0	5409.0	1910	4.196709188389721
cell_00999	sample_01	cohort_alpha	1	14473.0	3117	8.899329786498997
cell_01000	sample_01	cohort_alpha	0	12973.0	3342	7.0145687196485005
cell_01001	sample_01	cohort_alpha	3	1176.0	621	15.98639455782313
cell_01002	sample_01	cohort_alpha	5	18398.0	2730	6.082182845961517
cell_01003	sample_01	cohort_alpha	0	7914.0	3069	2.4639878695981805
cell_01004	sample_01	cohort_alpha	2	12819.0	3196	7.231453311490756
cell_01005	sample_01	cohort_alpha	3	11108.0	3249	5.896651062297444
cell_01006	sample_01	cohort_alpha	0	16464.0	4212	6.274295432458697
cell_01007	sample_01	cohort_alpha	0	18549.0	3494	19.402663216345893
cell_01008	sample_01	cohort_alpha	0	5958.0	2235	11.63141993957704
cell_01009	sample_01	cohort_alpha	3	17739.0	3737	6.781667512261119
cell_01010	sample_01	cohort_alpha	1	10481.0	2998	10.342524568266388
cell_01011	sample_01	cohort_alpha	0	13818.0	3422	5.782312925170068
cell_01012	sample_01	cohort_alpha	1	8773.0	2439	7.523082183973555
cell_01013	sample_01	cohort_alpha	0	14888.0	3949	6.763836646963998
cell_01014	sample_01	cohort_alpha	0	16323.0	3588	7.474116277645041
cell_01015	sample_01	cohort_alpha	0	14507.0	3457	11.304887295788241
cell_01016	sample_01	cohort_alpha	0	17938.0	4116	8.445757609543984
cell_01017	sample_01	cohort_alpha	0	29247.0	5825	8.38718501042842
cell_01018	sample_01	cohort_alpha	0	10342.0	2982	5.008702378650164
cell_01019	sample_01	cohort_alpha	1	13985.0	2583	7.822667143367894
cell_01020	sample_01	cohort_alpha	2	11181.0	2783	9.194168679009033
cell_01021	sample_01	cohort_alpha	0	14870.0	4046	5.601882985877606
cell_01022	sample_01	cohort_alpha	2	16985.0	3463	10.16190756549897
cell_01023	sample_01	cohort_alpha	5	12635.0	3272	7.091412742382272
cell_01024	sample_01	cohort_alpha	5	19403.0	4182	8.050301499768077
cell_01025	sample_01	cohort_alpha	0	21417.0	4014	13.288509128262596
cell_01026	sample_01	cohort_alpha	1	17214.0	2955	5.205065644243058
cell_01027	sample_01	cohort_alpha	3	14971.0	2992	3.76060383407922
cell_01028	sample_01	cohort_alpha	5	14462.0	2749	12.37034988245056
cell_01029	sample_01	cohort_alpha	1	12586.0	3154	5.863658032734785
cell_01030	sample_01	cohort_alpha	5	17892.0	4095	7.997987927565392
cell_01031	sample_01	cohort_alpha	0	8790.0	2937	2.3208191126279862
cell_01032	sample_01	cohort_alpha	0	24026.0	4667	7.092316656954965
cell_01033	sample_01	cohort_alpha	7	19595.0	4317	8.823679510079103
cell_01034	sample_01	cohort_alpha	0	16330.0	3489	9.577464788732394
cell_01035	sample_01	cohort_alpha	0	12210.0	3352	6.150696150696151
cell_01036	sample_01	cohort_alpha	5	20734.0	4092	10.03665476994309
cell_01037	sample_01	cohort_alpha	1	5317.0	1583	6.526236599586232
cell_01038	sample_01	cohort_alpha	0	13272.0	3284	9.923146473779385
cell_01039	sample_01	cohort_alpha	5	11602.0	2500	8.619203585588691
cell_01040	sample_01	cohort_alpha	3	16127.0	3518	7.199107087493024
cell_01041	sample_01	cohort_alpha	0	16793.0	3864	11.153456797475139
cell_01042	sample_01	cohort_alpha	0	15406.0	3834	7.8605738024146445
cell_01043	sample_01	cohort_alpha	5	22080.0	4346	8.36050724637681
cell_01044	sample_01	cohort_alpha	0	3583.0	1487	14.038515210717275
cell_01045	sample_01	cohort_alpha	5	19356.0	3767	7.124405868981194
cell_01046	sample_01	cohort_alpha	0	2181.0	1007	13.617606602475929
cell_01047	sample_01	cohort_alpha	7	20556.0	4801	7.564701303755594
cell_01048	sample_01	cohort_alpha	3	1485.0	784	4.781144781144781
cell_01049	sample_01	cohort_alpha	3	16961.0	4110	4.799245327516067
cell_01050	sample_01	cohort_alpha	7	16341.0	4098	6.144054831405667
cell_01051	sample_01	cohort_alpha	1	10834.0	2886	6.7288166882038025
cell_01052	sample_01	cohort_alpha	3	15935.0	3628	6.739880765610291
cell_01053	sample_01	cohort_alpha	0	19386.0	4398	6.04044155576189
cell_01054	sample_01	cohort_alpha	1	7470.0	1974	7.2021419009370815
cell_01055	sample_01	cohort_alpha	0	14334.0	3335	7.22059439095856
cell_01056	sample_01	cohort_alpha	0	4924.0	1616	8.245329000812347
cell_01057	sample_01	cohort_alpha	1	17002.0	3649	7.604987648511939
cell_01058	sample_01	cohort_alpha	0	17498.0	4009	8.326665904674819
cell_01059	sample_01	cohort_alpha	1	10577.0	2661	5.124326368535502
cell_01060	sample_01	cohort_alpha	3	13296.0	2867	4.4675090252707585
cell_01061	sample_01	cohort_alpha	0	10599.0	3280	5.547693178601755
cell_01062	sample_01	cohort_alpha	1	10469.0	2718	7.6511605692998375
cell_01063	sample_01	cohort_alpha	0	9930.0	2629	7.82477341389728
cell_01064	sample_01	cohort_alpha	3	16310.0	3088	6.511342734518701
cell_01065	sample_01	cohort_alpha	1	9330.0	2394	8.360128617363344
cell_01066	sample_01	cohort_alpha	7	8113.0	2750	8.800690250215704
cell_01067	sample_01	cohort_alpha	7	18230.0	4093	6.182117388919363
cell_01068	sample_01	cohort_alpha	0	17673.0	4197	9.822893679624285
cell_01069	sample_01	cohort_alpha	0	17773.0	4093	7.185055983795645
cell_01070	sample_01	cohort_alpha	0	11193.0	3494	4.377736085053159
cell_01071	sample_01	cohort_alpha	5	18578.0	3620	6.997523953062762
cell_01072	sample_01	cohort_alpha	6	1808.0	644	10.176991150442479
cell_01073	sample_01	cohort_alpha	0	20614.0	3781	9.275249830212477
cell_01074	sample_01	cohort_alpha	0	16492.0	4173	7.49454280863449
cell_01075	sample_01	cohort_alpha	2	13420.0	2934	8.949329359165423
cell_01076	sample_01	cohort_alpha	0	15975.0	4273	6.491392801251957
cell_01077	sample_01	cohort_alpha	5	18083.0	3856	9.080351711552288
cell_01078	sample_01	cohort_alpha	7	24038.0	4949	8.25775854896414
cell_01079	sample_01	cohort_alpha	0	11887.0	2999	6.662740809287457
cell_01080	sample_01	cohort_alpha	0	10125.0	2827	9.234567901234568
cell_01081	sample_01	cohort_alpha	7	18719.0	4417	7.062343073882152
cell_01082	sample_01	cohort_alpha	0	14999.0	4065	8.280552036802453
cell_01083	sample_01	cohort_alpha	5	19366.0	3828	7.750697098006816
cell_01084	sample_01	cohort_alpha	6	1068.0	526	7.771535580524344
cell_01085	sample_01	cohort_alpha	5	16107.0	3988	7.046625690693488
cell_01086	sample_01	cohort_alpha	0	15972.0	3473	6.980966691710494
cell_01087	sample_01	cohort_alpha	5	18872.0	3881	8.706019499788045
cell_01088	sample_01	cohort_alpha	3	2418.0	1117	2.357320099255583
cell_01089	sample_01	cohort_alpha	1	9497.0	2136	8.665894492997788
cell_01090	sample_01	cohort_alpha	7	13117.0	3725	7.799039414500267
cell_01091	sample_01	cohort_alpha	8	14182.0	3521	15.004935834155972
cell_01092	sample_01	cohort_alpha	7	23709.0	5162	4.8251718756590325
cell_01093	sample_01	cohort_alpha	0	14653.0	3409	6.858663754862486
cell_01094	sample_01	cohort_alpha	5	19797.0	3909	5.904935091175431
cell_01095	sample_01	cohort_alpha	0	4352.0	1399	20.79503676470588
cell_01096	sample_01	cohort_alpha	5	15141.0	3183	7.29146027342976
cell_01097	sample_01	cohort_alpha	5	24525.0	4057	7.64525993883792
cell_01098	sample_01	cohort_alpha	5	13435.0	3158	10.115370301451433
cell_01099	sample_01	cohort_alpha	0	13476.0	3536	14.299495399228256
cell_01100	sample_01	cohort_alpha	1	5317.0	1517	7.654692495768291
cell_01101	sample_01	cohort_alpha	0	14423.0	2937	7.238438605005894
cell_01102	sample_01	cohort_alpha	0	13807.0	3585	11.001665821684654
cell_01103	sample_01	cohort_alpha	3	33981.0	5665	6.591919013566406
cell_01104	sample_01	cohort_alpha	5	16889.0	3158	5.921013677541595
cell_01105	sample_01	cohort_alpha	3	1150.0	619	10.434782608695652
cell_01106	sample_01	cohort_alpha	0	8969.0	2782	8.239491582116178
cell_01107	sample_01	cohort_alpha	0	7163.0	2727	3.0154963004327797
cell_01108	sample_01	cohort_alpha	0	13736.0	3339	7.935352358765288
cell_01109	sample_01	cohort_alpha	0	13467.0	3343	6.4602361327689914
cell_01110	sample_01	cohort_alpha	0	14833.0	3543	12.762084541225645
cell_01111	sample_01	cohort_alpha	0	12650.0	3324	6.8063241106719365
cell_01112	sample_01	cohort_alpha	0	31021.0	5243	6.244157183843202
cell_01113	sample_01	cohort_alpha	0	14734.0	3486	8.436269852042894
cell_01114	sample_01	cohort_alpha	0	12663.0	2967	6.720366421858959
cell_01115	sample_01	cohort_alpha	1	8181.0	2607	6.881799291040215
cell_01116	sample_01	cohort_alpha	0	21311.0	4810	4.80972267842898
cell_01117	sample_01	cohort_alpha	0	19678.0	4354	15.575769895314565
cell_01118	sample_01	cohort_alpha	0	23027.0	4502	6.627003083336952
cell_01119	sample_01	cohort_alpha	5	15806.0	3010	7.231431102113121
cell_01120	sample_01	cohort_alpha	7	25949.0	5642	5.980962657520521
cell_01121	sample_01	cohort_alpha	0	13702.0	3493	7.706904101591008
